Course	Room	Teacher	Time	Students
010957	PK236	1167978	258	0145661 0982172 
006023	PK25	0213446	258	0254082 0480377 0787159 0945809 0954240 0971073 0988826 1005548 1006105 1008967 1017492 1029210 1044791 1056024 1056815 1063875 1065646 1065732 1066982 1067251 1067297 1067382 1077413 1077683 1080272 1080808 1081250 1086867 1087116 1088636 1088785 1090564 1092187 1094929 1099178 1100383 1100625 1102030 1104151 1122905 1139478 1141167 1146782 1149344 1150758 1162008 1163391 1169331 1169386 1169962 1169968 1170071 1170470 1170479 1171002 3069991 3070344 3070881 3072447 3073004 3073138 3073143 3073146 3073568 3074314 3074711 
006848	PK278	0031347	259	0254082 1025460 1084909 3072594 3079862 3081669 3085649 3089081 3089892 3093369 3094719 3094992 3097636 3099359 3100835 
008763	PK180	0899465	260	0254082 0917334 0988625 0999689 1056024 1083594 1086710 1087116 1088785 1161960 1165961 1169331 1170709 3068353 3070374 3071136 3074167 3074711 3079862 3080198 3080473 3085728 3087493 3088124 3088521 3090785 3092431 3093697 3095625 3099704 3100408 3100678 3102153 3102380 3102915 3104541 3105046 3105802 3105821 3106074 3106953 3107589 3112067 3195980 
003007	GIL101	0222805	260	0480377 0856128 0948568 1001894 1008967 1021751 1034405 1078819 1081249 1081917 1131602 1146782 1150758 3072477 3073066 3076896 3077064 3085513 3089651 3102057 3104731 3107980 
003009	DAL100A	0375562	261	0480377 0906447 0945264 0966414 0998972 1026650 1056963 1078836 1131602 1160658 3073004 3073169 3077472 3085403 
008782	PK273	0576472	259	0480377 1088690 1161132 3073702 3078408 
006500	TAYG	3198623	261	0672478 0821922 0918549 0992186 1008925 1017492 1025623 1028249 1055078 1055590 1059677 1076531 1088120 1088690 1093044 1094929 1096113 1096152 1116854 1136830 1170860 3064977 3070374 3087347 3087407 3088352 3091573 3092880 3092999 3093221 3094287 3094695 3099468 3099729 3102884 3104653 3104658 3105862 3106068 
009263	ROSTUD	3196642	258	0672478 0773276 0909942 0917165 0992189 1058893 3099957 
002568	TH3F	1168490	258	0700408 1017339 1171297 
007397	PK11	0603646	258	0731629 0852608 0914076 0986367 0989395 1003100 1055441 
009322	EHI	0127086	39	0731629 0757321 0896929 0915648 0915885 0919283 0945959 0958879 0959200 0960037 0960497 0964596 0971315 0972660 0988990 1002248 1005068 1007348 1007554 1013197 1016434 1025460 1036225 1049299 1055078 1055590 1067933 1068371 1143723 1150699 3073666 
010961	PK232	0492451	259	0731629 0852608 0914076 0945449 0999733 1003128 1005112 1015275 
008500	DAL100A	0031619	259	0746213 0751788 0827963 0906085 0907596 0913989 0945635 0967042 0971073 0972633 0976318 0988544 1006405 1009104 
006525	RCSEM	1075274	260	0751788 1067251 1076238 1096152 1169360 
001845	GIL101	0123161	261	0756739 0849713 0907217 0920095 0970262 0991672 0993268 1045379 1056688 1067297 1067933 1079993 1082907 1083626 1090564 1099059 1128560 1158007 1158026 3071015 3073357 3076930 
