Course	Room	Teacher	Time	Students
002394	ROSTUD	0020988	265	1088365 3460770 3579949 3462851 3540705 3479085 3483003 3580095 3561098 3668800 3668849 
002428	PK282	3452082	262	1088365 3475298 3486141 3458339 3463729 3479085 3442432 3477580 3461556 3576325 
012731	DAL10	0032827	264	1088365 3454100 3458441 3465036 3481221 3463587 3484361 3480382 3484272 3464848 3484816 3462298 3576465 
013157	PK10	3648007	263	1088365 3540428 3580139 3558543 3555932 3574563 3577806 3574475 3669016 
004292	TH121	3092832	262	3375323 3451724 3456089 3469520 3480714 3576013 3458176 3455690 
011865	GOCOM	1165566	264	3375323 3459972 3458176 3468070 3451557 3455690 
003572	DAL2	0897399	266	3375410 3451551 3453467 3455519 3457393 3457808 3458121 3462293 3462606 3412881 3430131 3455808 3457932 3463879 3442335 3454476 3443092 3460073 3427633 3454210 3431257 3442991 3444537 3459584 3450069 3426858 
011528	PK282	0431946	263	3375410 3440958 3485628 3454210 3446645 3533264 3581274 3595163 3473086 3486834 
001769	CARP17	3099830	60	3375410 3412725 3456016 3462955 3559900 3455808 3479838 3485636 3462019 3471745 3667404 3576565 3669045 
001845	DAL20	0123161	263	3417108 3454100 3560167 3544945 3470846 3482101 3463768 3454625 3482592 3576326 3576570 
001847	TH111	3483424	262	3417108 3443421 3460235 3460867 3483298 3486617 3455915 3481943 3483587 3650277 3437534 3463993 3462514 3481862 
003277	PK200	1061861	264	3417908 3476930 3374040 3459109 
004082	TH251	0031578	263	3417908 3437962 3438068 3460770 3461936 3416891 3448687 3442432 3441406 
001248	TH104	0031388	262	3418606 3432223 3435187 3439912 3462297 3462417 3462849 3452964 3455291 3463776 3459645 3462964 3443283 3461498 3475198 3461933 3455058 3459980 3462647 3463126 3451663 3451496 
001898	PK10	0168763	264	3421500 3438113 3443421 3446832 3458972 3463071 3437534 3463993 3462292 
012288	TAYC	0409956	265	3421500 3428608 3432223 3446832 3456677 3458295 3458972 3459523 3480217 3486852 3487041 3445081 
002874	BYC239	0031582	262	3423839 3463453 3540190 3436710 3458037 3559872 
012895	TAYB	3792641	60	3425347 3433881 3443731 3447681 3457393 3463602 3463936 3441894 3467452 3417819 3454115 3480264 3463589 3463882 3481862 3576383 3668797 
014231	PK349	1168214	264	3425347 3485970 3437341 3576474 3668895 
014534	PK200	0031631	262	3425347 3427674 3433881 3438113 3440454 3449400 3450068 3456722 3459032 3463602 3463936 3481520 3430131 3467093 3442335 3453262 3464985 3485636 3440419 3487621 3485092 3576302 3576439 3668761 
001764	PK349	1061058	263	3425437 3464666 3578842 3441894 3478964 3439636 3602435 3629970 3638594 3694828 3695292 3668900 
006050	BYC106	0031526	262	3425437 3429761 3441004 3460488 3462228 3455043 
006023	PK20	0213446	1	3425679 3476797 3538202 3575735 3576260 3580139 3580217 3581918 3579592 3575971 3581913 3560858 3561229 3537536 3540705 3580248 3581080 3544262 3483640 3485774 3489089 3492423 3493764 3498974 3559464 3574519 3578240 3579361 3579864 3591211 3595071 3595163 3595641 3596713 3597215 3599536 3602816 3608097 3608602 3620520 3629951 3629970 3631042 3632103 3632881 3649880 3650256 3650736 3651033 3651573 3652473 3667381 3667608 3667674 3668130 3669280 3689402 3690361 3690733 3690800 3690806 3691575 3691748 3692316 3692514 3693092 3693219 3693230 3693280 3693286 3693840 3693902 3694236 3694289 3694415 3694417 3694738 3694791 3695024 3695027 3695345 3695542 3695643 3577806 3574546 3668985 3669024 3669033 3669036 
012845	DAL1	3195964	264	3425679 3428608 3436588 3437962 3456645 3478691 3451168 3561402 3458469 3459645 3452988 3446653 3481031 3510878 3556594 3577795 3465327 3462956 3560308 3669051 3692917 
001894	GOCOM	3483424	263	3428608 3453445 3459523 3460235 3460867 3405451 
002568	PK227	0564741	262	3429199 3456313 3575916 3484894 3463439 3453663 
