Course	Room	Teacher	Time	Students
006043	DAL1	0554585	258	1057610 3425437 3438254 3482198 3485416 3560770 3576879 3580397 3581077 3581127 3465103 3467781 3485228 3483651 3561280 3445343 3484887 3460359 
006060	TH111	0031526	260	1057610 3425437 3429761 3438254 3455148 3458250 3460867 3462356 3463593 3483638 3451553 3429199 3461826 3441900 3462639 3463587 3445343 3460701 3460359 
007128	TAYD	0028980	30	3239415 3436588 3441413 3443453 3446653 3453472 3454439 3455297 3456066 3456645 3458469 3461469 3462290 3462872 3463143 3581031 3453856 3463708 3438342 3425679 3479945 3458949 3459613 3485305 3462956 3439917 
013997	DAL25	3575049	224	3239415 3437962 3453472 3464638 3467199 3482263 3457979 3463708 3474598 3581249 3465327 3452988 3483954 3427633 3580341 3576368 3576371 
014628	DAL25	3575049	226	3239415 3454439 3464855 3467199 3475950 3462116 3463708 3474598 3437341 3487266 3484334 3482194 3483950 3576352 3582017 3668788 3668862 
001837	PK25	3452118	30	3255755 3330330 
002161	PK180	0301910	123	3255755 3433686 3460338 3470846 3471450 3481813 3483638 3487055 3516634 3521265 3521461 3529298 3559302 3561074 3575483 3579723 3580248 3580251 3580269 3581605 3581996 3457873 3464379 3481690 3559149 3581967 3650578 3513947 3581085 3581456 3477425 3487266 3581375 3485550 3574558 3481702 3457988 3483587 3559857 3577187 3694797 3471447 3576411 3668758 
006847	PK25	3102267	260	3255755 3330330 3433686 3448679 3448687 3455631 3455719 3462270 3462817 3465036 3476797 3481203 3481813 3487055 3514095 3561074 3561084 3579723 3580248 3580251 3580269 3581609 3581996 3479311 3481690 3486782 3505157 3559149 3581967 3692269 3486379 3513947 3581038 3462292 3463071 3464327 3574558 3481702 3579143 3461063 3474620 3577187 3485169 3581920 3485912 3481862 3576411 3576517 3576570 3668904 3668966 
004293	GOAUD	0802802	30	3375323 3457231 3469520 3480714 3576013 3463022 3451724 
004306	BYC239	3092832	224	3375323 3438254 3450490 3457231 3455690 3459523 3458176 3459972 3463022 
011865	SW3	3646542	226	3375323 3455690 
001243	SW3	3646621	30	3405451 1160238 
002450	CARP13	3448653	224	3405451 3476908 3484763 3457873 3481875 3463525 3458452 3483950 
009386	EHI	0031388	258	3405451 3454182 3456820 3576126 3580991 3540124 3485361 3446353 3568636 3448314 3462964 1160238 3463560 3462115 3689348 3487310 
001765	DAL300	3473979	30	3412725 3447681 3479838 3481354 3465591 3457808 3492361 3440687 3576499 3576565 
010965	TAYC	0897706	30	3412881 3443522 3454210 3457393 3462293 3467427 3477014 3486571 3414205 3483278 3438999 3450546 3576579 3668958 
001249	TH224	0254151	30	3418606 3432223 3435187 3439912 3443283 3451663 3455291 3459645 3459980 3462417 3462849 3463776 3452964 3461933 3455058 3462647 3462964 3451496 3462297 3475198 3463126 
002872	PK200	1084458	30	3423839 3461020 3480937 3655393 3467932 3797607 3797722 
001235	GOB	0031471	225	3425347 3435187 3455291 3474207 3475745 3475950 3480935 3575735 3465591 3484898 3478747 3455058 3462647 3466011 3462416 3461962 3574866 3574563 3462297 3478343 3479350 3461937 3485912 3576306 3576525 3576556 3576577 
008764	BYC127	3554385	22	3426943 3540714 3631215 3689329 3690020 3691834 3692514 3692915 3693276 3694813 3694828 3695345 3576002 3651816 3691983 3695543 3596713 3690800 3620017 3651365 3663306 3694289 3695542 3416640 3559464 3580211 3666207 3691514 3581851 3689919 3442237 3542887 3226303 
001857	CARP17	0123161	258	3428608 3462514 3470846 3477576 3459523 3485548 3486379 3463993 
011219	RCCON	0564741	30	3429761 3484894 3559624 3576792 3581227 3560373 3451331 3463439 3452445 3576574 3668947 
003270	TAYG	0695890	30	3430131 3446670 3480217 3486141 3487316 3520100 3559534 3574483 3577682 3580586 3694791 3476899 3487623 3505157 3437341 3438102 3458932 3597215 3438652 3576333 3668894 3668902 
010845	DAL315	3092941	224	3430131 3439147 3442335 3478102 3443731 3474789 3483546 3443092 3486571 3465442 3481102 3486083 3477004 3576629 
006565	DAL212A	0031399	30	3430697 3463524 3486844 3457692 3425239 3445738 3485228 3480810 3482588 3576379 3576400 3576524 3576540 3576542 3669048 3669051 
008770	PK180	0428728	22	3430697 3455227 3462565 3483511 3493748 3544254 3555254 3558528 3559476 3559903 3570123 3574483 3575259 3580397 3581999 3631101 3632881 3668386 3692766 3693813 3694754 3457459 3467781 3559319 3601391 3667381 3690204 3560167 3575969 3581846 3630915 3652273 3618222 3462639 3606293 3606350 3483954 3580407 3581980 3451496 3649880 
011294	TH121	0135660	258	3432223 3455291 3463776 3475745 3479054 3485028 3537536 3452964 3580256 3484898 3462647 3576403 3576553 
014786	PK11	3788276	224	3432223 3456677 3458972 3462270 3487041 3455915 3485548 3445081 3428042 3474620 
003459	PK354	1079401	30	3433275 3442335 3502893 3581171 3650874 3692285 3486083 3580407 3430527 3477004 3485169 3669030 
003548	GOCOM	0024092	226	3433275 3462817 3464666 3477014 3481354 3484845 3581596 3457935 3474789 3442991 3484361 3539996 3560687 3460586 3479804 
013616	RCSEM	0375562	30	3456653 3486998 3463389 3460134 
