Course	Room	Teacher	Time	Students
007391	PK200	0031631	9	0958897 0993517 1079085 1102354 1124785 
011041	EHII	0827051	15	0959092 0992223 0993818 1009103 
011189	TH251	3195964	13	0959189 0966303 0999712 1013071 1018183 1056857 1056970 1059677 1067862 1077416 1078390 3069264 3073004 3105612 
002166	CARP13	1167863	47	0959304 1009729 1017444 1025629 1038671 1065142 1068371 1076009 1079366 3070406 3108306 
006035	THTL	0409737	31	0960084 1055348 1058223 1076776 1088365 1143290 1146370 1150965 1158007 3069264 3070406 3072208 3075188 3095968 3108306 
003428	TH251	0915760	47	0963528 0988826 1000750 1034578 1038303 1056217 1056320 1079444 1080757 1081250 1142212 3069038 3072293 3079272 
004362	PK227	0138190	13	0965925 1054176 1066915 1080808 1117142 
004667	PK232	0367446	9	0966303 1077417 1083594 1085324 1169386 3082398 3088124 
010946	RCCON	0576472	29	0966303 0992189 1009103 1087938 3075163 3100110 3102832 
003002	DAL100A	3195619	31	0966414 1002241 1007799 1008967 1021751 1032929 1034405 1065654 1095814 1098099 1170703 3076489 3081368 3085513 3085644 
003448	TAYD	0031359	57	0967411 0968216 1018183 1020370 1029566 1030693 1039943 1056857 1058180 1067241 1076234 1076437 1085061 1101350 1115477 1121871 1149616 1165573 1169341 1169360 1170860 3069038 3072867 3080794 3083787 3089009 3095630 3097462 3098948 3108036 
006059	PK154	0031384	13	0970193 1007394 
006580	PK232	0777265	57	0970262 0976244 0985440 0988990 0998799 1058421 1064270 1095596 
004809	TH104	3194193	13	0971073 1139478 3074965 3087493 3090362 3092969 3095625 3097894 3104770 
004010	EHLEC	0030564	47	0973811 0988263 0992801 1005149 1008282 1064045 1088214 1094929 1137955 1158208 1163664 3069337 3070017 3073702 3074314 3076211 3077762 3079369 3087347 3087394 3087696 3089892 3092236 3092580 3092599 3094695 3094809 3095719 3099911 3103807 3103933 3105511 3106561 3106769 3107774 
011191	DAL204	3213249	15	0976318 1083812 
002368	CARP21	3207943	16	0980693 1056910 1082708 1084187 1086710 1087938 1090933 1101336 1104356 1136830 1163417 1170848 1171297 3071136 3073300 3073692 3074001 3074930 3085810 3085986 3092294 3097347 3098796 3102832 3103933 3107589 3107993 3195980 
002395	ROSTUD	3207943	31	0985094 1098210 3068772 3074930 
010945	CAN311	0127086	15	0985094 0986262 1004968 1021017 
011028	TH224	3194739	31	0985440 1025522 1030683 1055078 1059677 1096113 1169109 
002992	TAYF	0222805	29	0986688 1006744 1017412 1053370 1057520 1073544 1076531 1079085 1101336 1131189 1163391 1163417 1167714 1169369 1170709 1171414 3068772 3071136 3073146 3074891 3080595 3085986 3086180 3086400 3087444 3088652 3093770 3094287 3094695 3094722 3095630 3095719 3096011 3102316 3102599 3104386 3105166 3105821 3107774 3198211 
005732	ROSTUD	0031543	9	0987276 0988657 1056203 1064605 1065238 1076854 1096113 1169968 3088978 
007923	PK11	0031539	29	0987276 1040618 1076085 1096152 1100383 
007926	CAN314	0468281	15	0987276 1076085 
011219	TH224	0564741	15	0987613 1017339 1064270 
007365	TH110	0603646	27	0988826 1064790 1065196 1065732 1077683 1078198 1080894 1086447 1087116 1096152 1163664 1170470 3070476 3073066 3073138 3074965 3076211 3085728 3086512 3086747 3087347 3087696 3088117 3088812 3088988 3089276 3089298 3089566 3089636 3091295 3092072 3092360 3092580 3092599 3094033 3094695 3095649 3096150 3097953 3099590 3099757 3100110 3100824 3102832 3103826 3104386 3104658 3104899 3198211 
001887	TH102	3202080	31	0989590 1002045 1006438 1029787 
001750	GOB	0416447	13	0991668 1078680 1104356 3096150 3217041 
006872	GOCOM	0031347	29	0991769 1008387 1013197 1024283 1055590 3074023 
007374	TH251	0987494	57	0992577 1025533 1041140 1055441 1067502 1079085 1095814 1102030 1122784 1149344 1169402 3074167 3089651 3099470 
006518	GIL210	0777265	16	0999833 1007952 1008925 1025522 1030683 1100536 1133174 1144234 1150699 3077033 3092360 3094722 
007040	GIL101	0162976	9	0992801 1000750 1067382 1077416 1078896 1088690 1105086 1131189 1143717 1146782 1157506 1170848 3073004 3073143 3073384 3076190 3077472 3105612 
002366	ROSTUD	3207943	29	0993169 1056910 1068383 1084187 1086710 3080592 3100678 3103038 3195980 
001847	DAL100A	0205229	9	0993506 1002248 1004225 1017832 1020150 1021867 1067460 1067933 1078921 1079771 1082907 1099059 1158007 1172397 3112067 
001424	CARP21	0024663	57	0993532 1037338 1080654 1098210 1100129 1131918 1164206 1166163 3075371 3082682 3082830 3086015 3087983 3088352 3089341 3090519 3092580 3092599 3094573 3097158 3097341 3099822 3100824 3100876 3103177 3103933 3107774 
001427	PK259	0020093	31	0998351 1166163 3106769 
002562	PK337	1168490	9	0998351 1038420 1136830 1161960 1163855 3072867 3088352 3094287 3096693 3099467 3105820 
010949	PK278	0897399	29	0998815 1002241 1042335 1044791 1056012 1058180 1065238 1081250 1169331 
001761	TAYG	3198088	15	0998885 3074936 
010968	CAN311	3196642	29	0999195 1007394 3092294 3099957 
006045	EHLEC	0431634	31	0999715 1077482 1086916 
005258	PK264	0056990	15	0999833 1005412 1046439 1054176 1056815 1064148 1076274 1100899 
011037	GIL210	0777265	13	1001394 1005102 1078648 
005141	EHI	0493856	15	1002036 1076783 1092999 1170370 1172030 3091295 3106074 
002397	GIL101	0493725	1	1002241 1019025 1039943 1056910 1086710 1086927 1101336 1104356 1170848 3068772 3070090 3073004 3073300 3073507 3073692 3074001 3074930 3080592 
009242	PK259	1084371	15	1003100 1020370 
004012	TAYE	0215359	9	1005082 1078390 1078655 1079756 1084057 1098210 1099178 1122905 1139392 1163326 1163391 1163860 1170757 3070881 3072890 3074001 3074634 3074965 3076489 3079370 3080592 3081368 3082682 3086180 3089611 3090537 3092985 3093190 3093770 3094033 3095050 3095842 3095968 3096547 3096962 3098754 3104899 3106068 3107254 3107323 
004360	PK337	0490454	47	1007196 1060299 1067382 1076234 1086867 1105842 3070648 3086747 3089341 3098799 3102974 
002856	PK243	0698850	15	1007952 1026650 1037291 1056024 1056910 1057610 1058893 1059469 1060299 1065646 1066683 1076238 1076531 1077874 1078646 1079564 1080272 1080654 1080808 1080894 1086710 1086802 1087116 1088120 1088173 1088972 1092116 1093044 1093549 1094134 1094929 1095596 1095717 1096113 1096152 1096822 1098210 1099059 1100383 1101031 1101406 1102354 1104151 1104216 1104498 1105086 1116377 1119989 1126639 1131602 1134015 1134358 1136830 1137955 1141167 1141729 1142418 1143290 1146782 1149344 1149565 1158007 1158026 1158208 1158362 1160658 1160885 1161132 1163278 1163391 1163664 1163855 1165573 1166163 1167438 1167996 1169341 1169360 1169369 1169382 1169386 1170033 1171297 1171461 3064977 3070017 3070090 
010978	CAN311	1084371	31	1007952 1066683 3071015 3074570 
002163	TH102	0168378	13	1009729 1017444 1025629 1029787 1038671 1040874 1065142 1068371 1076009 1079366 3070406 3077762 
001860	PK231	0123161	31	1010643 
005290	PK200	1062910	29	1010750 1049050 1054176 1096822 3076618 3089892 
005846	CARP17	3212821	9	1010750 1049050 1077683 1077874 1080654 1096822 3074023 3086536 3091653 3093369 3097158 
