Course	Room	Teacher	Time	Students
004356	DAL6	0847593	1	3227350 3759024 3816832 3822201 3893220 3914814 3915099 3928826 4062047 3417643 4096251 3695282 3903861 
010960	PK10	3092941	8	3227350 3615055 3652473 3676165 3692519 3759552 3790792 3797324 3818675 3634695 3823151 3797564 3762625 3819309 3818274 3819372 
006054	TAYSEM	0554585	1	3475959 3715155 3797740 3631215 3667464 
007407	TAYC	0031631	1	3480592 3579592 3667676 3693219 3693224 3693433 3695368 3695784 4091039 3559464 3694433 3797862 3596492 3692915 3650228 3692187 3595163 3689920 3797650 3693286 3661465 3651033 
005731	CARP15	3392421	19	3481664 3690789 3817048 3634695 3650256 3650874 3693230 4175491 3694415 3797653 3910617 3910646 3669016 3693286 3651033 
015862	PK247	4168993	1	3481664 3915044 3930831 
008770	DAL2	3554385	1	3483977 3759127 3953825 4003131 4023438 3930891 4005905 4095445 4086513 3984532 3759337 3930197 3635008 3988502 4095876 3995802 3988063 4001431 4002113 3902614 4086374 4086444 4086495 4175520 3910730 
002161	PK234	0301910	72	3489089 3579645 3608097 3638301 3693712 3694712 3694754 3716140 3774808 3789529 3790244 3799474 3817969 3818024 3843290 3852207 3861195 3914344 3929586 3929849 3930302 3930678 3995730 3764208 3808480 3833378 3930608 3521001 3818025 3929954 3994876 3929812 3693084 3694428 4086300 3773692 3915029 3929679 3929815 3796247 3902440 3929704 3930544 3722764 3817487 3910582 3819393 3691794 
001460	PK227	3098022	8	3491953 3582182 3704166 3816832 3639603 3758075 3668386 3608602 3650736 3666175 4086502 
001474	PK241	0853792	1	3491953 3582182 3650256 3639603 3668386 3608602 3650736 3666175 
011865	PK10	3818521	19	3491953 3651365 3675467 3693557 3721994 3816993 3820885 3694039 3818064 3583596 3633806 3684090 3797831 3789439 4000229 
005258	CAN205	4170165	8	3493764 3667654 3690516 3595163 3667677 3797685 3797733 
006580	RCSEM	3083296	1	3493931 3759552 3797605 
002175	PK227	3415849	1	3496439 3606536 3693813 3496673 3690043 3650239 3648550 3493748 3460343 3689500 3690806 
002178	RCCON	0180723	19	3496439 3656490 3496673 3610287 3690043 3667503 3648550 3694903 3460343 3689500 3690806 3591844 
003525	PEMSTD	3318436	1	3544262 3578240 3929635 3819332 3789507 3667677 3902404 3819304 3690733 3768339 
015249	PK328	3212821	60	3544262 3699613 3797532 3830308 3914449 4091895 3931388 4035604 4091163 3652273 3903896 3883637 3988063 3903520 3910496 3820380 4017901 3931323 
016623	DAL212A	0254474	21	3544262 3667404 3901484 3910422 4076454 4086511 4095243 3820774 3612623 3904645 3695292 4003642 3595641 3929419 4002806 4093255 3911124 3691514 
002875	BYC239	0031582	12	3557742 3656490 3797532 3816992 3819230 3832060 3973168 3910618 3758075 3559872 4086300 3824908 3797794 3797848 
007107	GOMR	0031568	1	3559903 3609407 3816924 3816708 3589576 3797666 4096266 
004010	TAYC	4089710	34	3560236 3679221 3693891 3823338 3832060 3913396 3929635 4092670 4000249 3905861 4000367 3797708 4091936 4095079 3581274 3816203 4093255 4093607 4093806 3921208 4095004 
