Course	Room	Teacher	Time	Students
004014	PK264	3996718	31	3432357 3712913 3793612 3653200 3774943 3816466 3583596 
012354	EHIII	0492321	74	3432357 3581786 3771823 3799593 3481532 3797855 3910508 3910761 
012355	SW221	3817289	17	3432357 3771823 3668765 3910741 
015450	DAL6	1083671	76	3432357 3676165 3560199 
004082	TH251	1167978	31	3460718 3580095 3559657 3559857 3558800 3576248 3561098 3599497 3668775 3668816 3668920 
007127	DAL25	3198619	44	3460718 3516442 3559624 3559645 3568950 3577795 3581038 3570123 3690445 3581207 3487623 3518231 3560199 3561402 3581995 3483954 3581249 3510878 3796230 3542887 3692609 3463919 3581192 
007381	TH224	0031611	55	3462240 3575309 3705083 3789573 3816336 3796237 3767997 3521461 3525604 3797206 3592680 3788983 3819645 3711406 3821231 3610681 3595163 3661465 3677885 3816104 3822613 3690652 3768356 3581149 3679221 3695784 3578673 3668777 3668868 3774124 3797605 3797708 3910510 3910539 3910614 3910622 
015243	RCCON	0031631	31	3462240 3552259 3577806 3596492 3694434 3694433 3556617 3574137 3558838 3693219 3668969 3797650 3797806 
002174	DAL212E	3926209	31	3471450 3505157 3580269 3521265 3561074 3581996 3559302 3580251 3574543 3650578 
001765	PK10	3927849	31	3474374 3547282 3693565 3699593 3819309 3462019 3581389 3668801 3797777 3797780 3910677 
003572	TAYE	0024092	44	3474374 3483036 3484746 3502893 3524341 3544254 3547282 3559900 3560687 3575769 3581171 3581870 3699536 3818686 3560511 3540714 3561001 3462019 3551641 3480734 3549052 3561318 3581846 3471190 3578177 3473086 3576230 3580407 3483546 3578488 
005197	TH110	1020104	31	3480728 3581247 3591591 3668538 3559903 3560649 3492423 3577054 3579579 3691228 3914822 3819542 3581981 3668986 3669019 3797808 3797817 
009362	TAYB	0031619	76	3480728 3560858 3581827 3476927 3816463 3691140 3818676 3818746 3579181 3789136 3816970 3823113 3475959 3816993 3797826 3910470 3910583 3910599 3910628 
014551	TH102	0492451	59	3480728 3580796 3667821 3693253 3693565 3816463 3487623 3693224 3694039 3817682 3822535 3695784 3558963 3668858 3797808 3910656 
002568	EHI	1168490	31	3480867 3576013 3581171 3581952 3650277 3560373 3470393 3695024 3651499 3821393 3503382 3581227 3693902 3559591 3645471 3668914 3669044 
011963	CARP13	0409956	44	3480867 3529298 3581609 3651816 3481894 3574137 3560487 3669028 
013712	BYC106	0851717	67	3480867 3524963 3559657 3531305 3581228 3525604 3503587 3574137 3822613 3479311 
006026	PK338	0213446	10	3481391 3493748 3512896 3529298 3544254 3561430 3574967 3580671 3581038 3581870 3582182 3652569 3668195 3818675 3581274 3516634 3797206 3578714 3560167 3560199 3577187 3610671 3816549 3668130 3576230 3630915 3904965 3839352 3845742 3902905 3814107 3826470 3851735 3930296 3930967 3561511 3668775 3668790 3668833 3668846 3668882 3668923 3668952 3669029 3797587 3910584 3910630 
004877	ROSTUD	0031373	31	3481944 3508682 3575908 3580671 3581907 3576753 3579949 3482101 3619255 3691694 3575969 
004888	CARP13	0032827	76	3481944 3581080 3581469 3581907 3579949 3692294 
001770	PK10	3688148	17	3483036 3484746 3568950 3581870 3615055 3557742 3561074 3665045 3549052 3796974 3472140 3668974 
001185	PK127	0123161	31	3483511 3502893 3789070 3695434 3619323 3651605 3820774 3577485 3796007 3576354 3668886 
001248	TAYB	0135660	44	3483511 3559843 3559963 3560858 3576126 3580991 3581830 3557478 3561772 3574866 3521272 3485756 3540124 3574483 3538400 3575735 3580714 3574563 3580259 
013921	TH251	3483424	76	3483511 3559963 3650277 3480868 3521461 3575928 3580326 3575483 3560487 3576522 3668912 
002394	TH251	0020988	4	3483977 3580798 3821006 3821116 3598090 3546417 3579361 3591436 3910503 3910702 3910741 
002409	PK354	3448653	31	3483977 3559645 3581827 3821048 3821116 3561772 3606293 3487623 3668623 3470797 3653119 3226303 3463919 3821632 3666161 3797819 3910563 3910763 
002413	CARP17	1051497	67	3483977 3768025 3797331 3820756 3821006 3821116 3820963 3820010 3689919 3821571 3576763 3498974 3929800 3931474 3653119 3463919 3576512 3666161 3910503 3910527 3910529 3910563 3910673 3910702 
002472	PK336	3208421	44	3485170 3512896 3576231 3576792 3577741 3580095 3479534 3476864 3533093 3540190 3559970 3470797 3546417 3580389 3505185 3540705 3568636 3576763 3397840 3483003 3561098 3668827 3668923 3668972 3669008 
005310	PK200	0493856	74	3485628 3560193 3581827 3819232 3538688 3560649 3561516 3578707 3556617 3577054 3579579 3559462 
005728	PK264	3648007	76	3485628 3650874 3817048 3691694 3650256 3693286 3694415 3668766 
007026	CAN315	3198619	31	3485628 3493931 3606350 3694980 3581249 3585962 3687862 3792443 3692609 3796254 3668763 3668880 3797626 3910561 3910635 
004383	TH102	3451416	67	3481944 3486834 3559624 3575908 3789070 3599536 3575483 3559462 3579361 3655749 3578488 3584685 3668916 3668982 3910515 3910634 
012665	TAYG	3332662	31	3486834 3579028 3577022 3581980 3560770 
002162	PK354	0168378	67	3493748 3496439 3610287 3648550 3690043 3693813 3496673 3650239 3690806 3460343 3591844 3689500 3578747 3668766 3668843 3668871 3668886 3669027 
002164	TH129	0180723	31	3493748 3496439 3581918 3610287 3648550 3667503 3690043 3693813 3496673 3690806 3656490 3460343 3549272 3591844 3694903 3689500 3820380 3578747 3669000 3797863 
011826	TH118	0180723	76	3493748 3496439 3610287 3648550 3667503 3690043 3693813 3496673 3650239 3690806 3460343 3591844 3694903 3689500 
006557	DAL212E	0031573	76	3493931 3592208 3692514 3576011 
004355	DAL10	0847593	76	3497948 3796732 3574542 3690204 3789315 3930303 3764613 3929237 3910179 3929241 3851913 3904334 3915042 3929167 3676089 
007899	EHIII	0821481	67	3497948 3651243 3821088 3612203 3797631 3797710 3797764 3797833 
012284	PK126	0031386	31	3497948 3651243 3574542 3668752 
001839	TAYE	0898918	74	3497993 3538202 3560256 3579723 3581038 3629467 3652276 3668196 3689375 3693789 3694428 3712888 3817668 3823130 3558739 3591591 3692440 3817962 3580211 3816722 3668420 3817487 3560167 3577187 3591211 3513947 3596713 3479311 3560487 3576512 
002160	TH104	3926209	76	3497993 3574519 3629467 3651487 3652276 3666801 3668196 3671851 3692796 3693789 3695368 3712888 3715444 3768197 3817668 3820588 3820732 3426943 3580211 3611135 3816722 3821069 3721962 3579645 3652353 3816554 3722926 3821097 3581596 3694754 3716638 3680751 3816483 3821166 3651605 3695543 3930705 3846717 3861339 3915054 3930864 3710991 3669028 
015454	PK264	0058557	74	3502893 3650874 3455037 3480734 3581315 3585962 3680751 3602435 3910497 
002182	DAL10	0428815	44	3505157 3579723 3580269 3516634 3574558 3581605 3471447 3559149 3577187 3580251 3549272 3574543 3650578 
003427	ROSTUD	3818518	76	3505157 3578240 3667404 3691983 3699561 3577054 3668817 3910483 3910763 
006044	PK278	0207327	74	3505157 3559534 3574349 3576879 3577703 3578804 3581282 3581952 3651243 3667273 3691981 3797331 3820030 3821439 3579949 3632881 3692771 3692098 3715155 3789493 3574873 3820257 3651499 3821393 3492423 3694006 3478356 3575898 3595641 3629518 3691416 3694417 3789055 3820032 3492361 3556970 3631215 3651605 3690361 3695554 3818782 3475959 3477425 3576002 3578252 3581913 3694236 3462565 3577485 3580397 3581375 3650596 3668748 3668782 3668878 3668968 3668978 
004869	DAL212E	0053518	17	3508682 3560687 3575908 3577795 3581469 3576753 3482101 3580714 3692294 3558963 3668770 
015469	TAYSEM	3451416	76	3508682 3695292 3815902 3561026 3638956 
008500	TH110	0031619	44	3480728 3510665 3574047 3578036 3694791 3503630 3485774 3561660 3514095 3559537 3577167 3581999 3576037 3577590 3578781 3559476 3578861 3668870 
008786	BYC106	3818518	31	3510665 3665300 3691981 3790792 3581962 3788983 3816549 3820397 3821269 3668967 3668988 3797665 3821552 
011322	TH223	0028980	67	3510665 3480868 3485774 3561511 
013620	GOCOM	1020104	76	3510665 3540662 3577795 3665300 3790792 3816180 3632720 3579579 3769494 3668911 3797586 3910509 3910591 3910756 
002456	RCSEM	3839983	31	3512896 3577741 3668849 3669008 3797644 
004803	DAL1	0031373	67	3512896 3560687 3578811 3717144 3538688 3470846 3597365 3929864 3811886 3830308 3915332 3827187 3910937 3668821 3797822 3910609 3910630 3910644 3910675 3910684 3910692 4086488 
010314	PK229	0402773	5	3514964 3543742 3576792 3820745 3678350 3820885 3821440 3668623 3691616 3687862 3821588 3905460 3930683 3908117 3822218 3930817 3819269 3901413 3903896 3458065 3846920 3850568 3904645 3905871 3591436 3691783 3692316 3790306 3578747 3768303 3819196 
002635	EHII	3393853	76	3519078 3816832 3820963 3668130 3818770 3820587 3929419 3901004 3576990 3929812 3956133 3915028 3768303 
003474	GOCOM	3318436	67	3524341 3634695 3667404 3691983 3699536 3695292 3480999 3561026 3694101 3578177 3629518 3619323 3630915 0238986 
012730	CARP13	3554810	74	3524341 3699536 3485774 3768555 3551641 3995719 
014534	DAL1	0031631	76	3524963 3816336 3712913 3480999 3699613 3821231 3690733 3503587 3817682 3580586 3559731 3668804 3668939 3668959 3797656 3797680 3797862 3797881 3910535 3910537 3910720 3910571 
015115	TH129	0820103	44	3524963 3621523 3635008 3531305 3711406 3558838 3690652 3823113 3581456 3689893 3692915 3774116 3576457 3668873 3668984 3669024 3797634 3797681 3797823 3797862 
001473	TH118	3555417	31	3540662 3574967 3578963 3579687 3580991 3581903 3483306 
015416	TH251	3194197	7	3543742 3578804 3692786 3581962 3540428 3575971 3580383 3603544 3797665 3797833 3797862 
003485	TH102	0024092	31	3529298 3544254 3560858 3790825 3818686 3455037 3592208 3690204 3851846 3575971 3768303 3700270 
013274	TH102	3443571	76	3544254 3689402 3692766 3694813 3455037 3560511 3561001 3851907 3480734 3471190 3616872 3669280 3690020 3581389 3580407 3692761 
013643	CARP15	3470325	76	3547282 3557742 3674492 3667311 3692164 3668930 3797794 
007380	PK259	0987494	5	3497948 3552259 3621523 3630501 3651750 3693084 3705083 3501476 3581274 3821008 3817260 3651816 3796723 3610681 3817427 3579116 3677885 3814296 3578861 3580912 3667676 3695784 3796007 3819613 3668787 3797839 
006042	TH104	0031526	17	3559534 3577703 3578240 3581282 3610120 3651243 3797331 3820030 3579949 3715155 3578842 3789493 3820257 3616918 3821393 3492423 3595641 3564528 3653200 3629518 3691416 3694417 3789055 3820032 3493704 3631215 3690361 3693612 3695554 3818782 3475959 3694236 3820038 3576248 3577485 3579864 3487429 3669037 3797628 3797649 3797826 
014550	TH116	0695890	44	3559534 3561430 3577806 3581282 3652569 3796906 3715155 3818480 3774021 3595163 3817682 3579092 3956133 3931929 3576431 3668761 3668990 3692018 3910462 3910540 3576333 
002567	TAYD	3393847	4	3559624 3576013 3576020 3576879 3581201 3689845 3708638 3821179 3821554 3693902 3789055 3820032 3678357 3819143 3668753 3668760 3669030 3669044 3797599 3797610 3797702 3910486 3910490 3910519 3910563 3910634 4094953 3910579 
008420	CARP17	0125630	59	3559645 3821048 3712913 3678350 3692098 3488858 3816549 3820961 3578921 3678357 3796974 3820491 3905822 3814776 3930890 3914371 3929644 3833424 3834370 3851735 3901669 3817981 3805981 3797676 
008479	EHI	0031619	67	3559645 3578036 3602816 3694791 3692786 3693253 3559903 3574558 3652396 3488858 3514095 3578910 3577590 3823113 3502364 3668870 3797784 
001771	PK336	1061058	76	3559900 3578842 3544945 3463199 3579414 3669019 
003433	TH116	0995587	59	3559900 3581171 3615055 3712286 3781152 3797532 3818274 3818675 3819332 3609407 3768625 3819309 3816104 3843810 3930025 3929575 3823438 3788919 3821766 3844962 3768620 
013168	PK10	0031359	7	3559900 3560687 3575769 3818686 3694980 3581846 3699613 3592325 3693612 3668863 3668955 3668987 
014563	PK200	0135660	31	3559963 3630526 3651465 3651486 3485756 3579645 3559149 3538400 3774808 3651606 3684090 3910621 
